-21.43350961307784     8.164237190709705e-06
-21.280277522409573     3.493950854718826e-05
-21.1270454317413     7.076862182813741e-05
-20.973813341073033     5.703233166286473e-05
-20.820581250404764     3.8635433467578866e-05
-20.667349159736492     4.641300217172827e-05
-20.514117069068224     3.645006465129509e-05
-20.36088497839995     1.1847132839785867e-05
-20.207652887731683     1.3334715944447195e-06
-20.054420797063415     4.8114323483496945e-08
-19.901188706395143     5.423895139011049e-10
-19.747956615726874     1.895796761719401e-12
-19.594724525058606     2.050105837099312e-15
-19.441492434390334     6.854889510403781e-19
-19.288260343722065     7.085820924221115e-23
-19.135028253053797     2.2642514226562323e-27
-18.981796162385525     2.236650211091795e-32
-18.828564071717256     6.829812880661011e-38
-18.675331981048984     6.446981111440352e-44
-18.522099890380716     1.8812249062190967e-50
-18.368867799712447     1.6969214356165707e-57
-18.215635709044175     4.731724336270205e-65
-18.062403618375907     4.0786253647382346e-73
-17.909171527707635     1.0867881049195544e-81
-17.755939437039366     8.951846298432053e-91
-17.602707346371098     2.2793815946309715e-100
-17.44947525570283     1.7941477820841427e-110
-17.296243165034557     9.045577047606468e-107
-17.14301107436629     8.132912449485709e-97
-16.989778983698017     2.2604379867238575e-87
-16.836546893029748     1.9421187309702046e-78
-16.68331480236148     5.1581698318950497e-70
-16.530082711693208     4.234987949529966e-62
-16.37685062102494     1.0748439241738158e-54
-16.223618530356667     8.43286851719835e-48
-16.0703864396884     2.0452291902917997e-41
-15.91715434902013     1.5333647407071082e-35
-15.76392225835186     3.5537439312642345e-30
-15.61069016768359     2.546038730963324e-25
-15.457458077015321     5.638783853124719e-21
-15.30422598634705     3.8606315115055244e-17
-15.15099389567878     8.171842983975029e-14
-14.99776180501051     5.3492827294763605e-11
-14.84452971434224     1.0840214564178692e-08
-14.691297623673972     6.828106556909979e-07
-14.538065533005701     1.3596619952346596e-05
-14.384833442337431     9.217909511005664e-05
-14.231601351669163     0.00027904663121459125
-14.078369261000892     0.000578955226425815
-13.925137170332622     0.0008081188373829602
-13.771905079664354     0.0006609725707834736
-13.618672988996082     0.0003130964280486841
-13.465440898327813     6.982660700686761e-05
-13.312208807659543     5.781410589494938e-06
-13.158976716991273     4.829652089426472e-06
-13.005744626323004     0.0001778688280648471
-12.852512535654734     0.0020920721392627844
-12.699280444986464     0.007618409075641312
-12.546048354318193     0.009223284524430936
-12.392816263649925     0.014445118065812217
-12.239584172981655     0.0606667686204325
-12.086352082313384     0.09819866082546114
-11.933119991645114     0.053265341419840864
-11.779887900976846     0.07030930420569713
-11.626655810308575     0.3397356622092963
-11.473423719640305     0.7829056403424631
-11.320191628972037     1.158074990857439
-11.166959538303766     1.33584204377537
-11.013727447635496     1.614667886382218
-10.860495356967226     2.041096160897687
-10.707263266298957     1.9643410299330073
-10.554031175630687     1.66270769946338
-10.400799084962417     1.2649912990454846
-10.247566994294147     0.6084528951462738
-10.094334903625878     0.17461207959889902
-9.941102812957608     0.07103809351284888
-9.787870722289338     0.03553768093019199
-9.634638631621067     0.007201237104049242
-9.481406540952799     0.0004671597366227436
-9.328174450284529     9.422355360223392e-06
-9.174942359616258     5.9198141439807214e-08
-9.02171026894799     8.427412818640222e-08
-8.86847817827972     5.746346267249891e-06
