1	-2581.003505500376832
2	-2582.151807409426056
3	-2582.482973245382709
4	-2582.759182746609895
5	-2583.018180309499257
6	-2583.217217102941504
7	-2583.342648345738780
8	-2583.393308278301902
9	-2583.471765270937340
10	-2583.504899090728941
11	-2583.459313520949308
12	-2583.471689820704796
13	-2583.552574138912405
14	-2583.606315714449011
15	-2583.631372126122187
16	-2583.626685511403593
17	-2583.616186119066697
18	-2583.659388559698073
19	-2583.612710698218962
20	-2583.729092439072247
21	-2583.566168080227726
22	-2583.724936031155721
23	-2583.510642334974364
24	-2583.802103085873114
25	-2583.452960761570466
26	-2583.823111816119308
27	-2583.313662677260709
28	-2583.847815687401180
29	-2583.519313427229918
30	-2583.893182055424859
31	-2583.440404775926709
32	-2583.875956174629209
33	-2582.720682779492108
34	-2583.763486382522387
35	-2583.726276304225848
36	-2583.914979508793294
37	-2583.637207521644996
38	-2583.924383039211079
39	-2583.369339466555175
40	-2583.887923959791351
41	-2583.610047991987813
42	-2583.923474960354270
43	-2583.724205022563183
44	-2583.995259053604514
45	-2583.711760398487968
46	-2583.973765474939228
47	-2583.739543766294901
48	-2584.023968793954282
49	-2583.662847690661692
50	-2584.036540676794630
51	-2583.637677815734605
52	-2584.036570303537246
53	-2583.383624640363450
54	-2584.029441268481605
55	-2583.161927628419562
56	-2584.010319690974939
57	-2583.547558133804614
58	-2584.001062600212663
59	-2583.507255946014538
60	-2584.042177032254131
61	-2583.889885960310494
62	-2584.107884154424482
63	-2583.650812559678343
64	-2584.088560073882036
65	-2583.738719165108250
66	-2584.056381767159564
67	-2583.858541643693115
68	-2584.022911546056548
69	-2583.707840787516488
70	-2584.112993188895416
71	-2583.595377222994102
72	-2584.076044612996157
73	-2584.038281765088414
74	-2584.123426056583867
75	-2583.957785574394165
76	-2584.155414675587508
77	-2583.947786546979842
78	-2584.216742896331198
79	-2583.879190258942799
80	-2584.227845168452859
81	-2583.580587579630901
82	-2584.232975731127226
83	-2583.446506566287098
84	-2584.148271917796592
85	-2584.097311631748653
86	-2584.182362123209259
87	-2584.092960178190424
88	-2584.258885264516721
89	-2583.882787634436227
90	-2584.296130605123835
91	-2583.749747533559457
92	-2584.320107536590513
93	-2583.715883985904384
94	-2584.333537605008587
95	-2583.668594997508535
96	-2584.345608467020156
97	-2583.579815548722763
98	-2584.176005572713166
99	-2583.941116399547354
100	-2584.257867347395404
101	-2583.942916080896794
102	-2584.261005545868102
103	-2583.592511048525466
104	-2584.280328197794006
105	-2583.974359259481844
106	-2584.321470555876203
107	-2583.477746328630928
108	-2584.036862385010409
109	-2584.087323582398767
110	-2584.259568840304382
111	-2583.734563171888567
112	-2584.282236154170278
113	-2584.097487614385500
114	-2584.319094380392471
115	-2583.863769366163524
116	-2584.407438447557524
117	-2583.749462517064785
118	-2584.418431215471628
119	-2583.355852161512757
120	-2584.310079714464791
121	-2583.770386678221257
122	-2584.393983907145866
123	-2584.046911528114379
124	-2584.459671661608809
125	-2583.787767996206640
126	-2584.433366045181174
127	-2584.142425599663966
128	-2584.510217661176739
129	-2584.004689897686603
130	-2584.534555410516077
131	-2583.814721858990652
132	-2584.397423880045153
133	-2584.066180562394493
134	-2584.436110943426684
135	-2584.166555199258710
136	-2584.539413305511061
137	-2584.053825047902592
138	-2584.527931723124311
139	-2584.356030854851269
140	-2584.600302181963798
141	-2584.247832334205668
142	-2584.623648273724939
143	-2584.267332549708954
144	-2584.638293019083449
145	-2584.302236149177588
146	-2584.649962337163743
147	-2584.329840706041068
148	-2584.601773600442357
149	-2584.027604149235231
150	-2584.614750429565902
151	-2583.865737927696046
152	-2584.664087325954824
153	-2584.388382964658376
154	-2584.678786176971244
155	-2584.343294835384768
156	-2584.669487912220120
157	-2584.214490727454631
158	-2584.682434531894614
159	-2584.096577697191606
160	-2584.681834269993942
161	-2584.149896469503801
162	-2584.676046708497779
163	-2583.972336254246784
164	-2584.691452192285851
165	-2584.129038047161885
166	-2584.712733415528874
167	-2584.123028769040502
168	-2584.726952321434055
169	-2584.193804278189418
170	-2584.697778600318543
171	-2584.080627259499124
172	-2584.695192411308653
173	-2584.425650051125558
174	-2584.714997267484705
175	-2584.254633706677851
176	-2584.730266407729687
177	-2584.176731817529344
178	-2584.770127554524606
179	-2584.172658808952292
180	-2584.769487677473990
181	-2584.126311346934017
182	-2584.715650367194485
183	-2584.113080283643740
184	-2584.773774706891800
185	-2584.232034867626680
186	-2584.782366447425829
187	-2584.098747417647701
188	-2584.786670959090316
189	-2584.136850817677896
190	-2584.777873957093107
191	-2584.355965736035614
192	-2584.843198427265634
193	-2584.530402998423597
194	-2584.871589600815241
195	-2584.631270068495724
196	-2584.890264203970219
197	-2584.692572877171642
198	-2584.901494611431190
199	-2584.758131156567288
200	-2584.903163208937713
201	-2584.698249706790648
202	-2584.916490986124245
203	-2584.736050962159425
204	-2584.919821290812251
205	-2584.764438632877500
206	-2584.936093141563560
207	-2584.732659252217218
208	-2584.940366043457743
209	-2584.796692140869254
210	-2584.948246314805147
211	-2584.783829321555913
212	-2584.966488907892199
213	-2584.826854535735038
214	-2584.982483558631429
215	-2584.880337906413388
216	-2584.999606897337344
217	-2584.897449490537383
218	-2584.999804068659614
219	-2584.821654511827546
220	-2585.015447964447958
221	-2584.872780103513833
222	-2585.020098123952266
223	-2584.714101912689330
224	-2585.022412063013689
225	-2584.593272172578054
226	-2585.024935297917636
227	-2584.556467719722605
228	-2585.035035195139244
229	-2584.501328900379121
230	-2584.968594181705157
231	-2584.623099911075769
232	-2585.053311628860683
233	-2584.747050336834036
234	-2585.083182033707999
235	-2584.896322012642031
236	-2585.093135561841791
237	-2584.884825876975810
238	-2585.112002105876854
239	-2584.971813128578560
240	-2585.124858474113353
241	-2584.992997103883226
242	-2585.128730544805876
243	-2584.986199442019824
244	-2585.142606839996461
245	-2585.050889323572846
246	-2585.151887013866144
247	-2585.050213818508837
248	-2585.155858133281527
249	-2585.029641938453096
250	-2585.159491065382554
251	-2585.009114658317685
252	-2585.161047665956630
253	-2584.940657717358135
254	-2585.158961729843668
255	-2584.883298667840791
256	-2585.173419359678064
257	-2584.957227386786599
258	-2585.179432038408322
259	-2584.915972332969432
260	-2585.187716177967104
261	-2585.026175946618878
262	-2585.202880704720428
263	-2585.050880828966910
264	-2585.211556348121121
265	-2585.072129211029733
266	-2585.204127016748771
267	-2585.008678058434725
268	-2585.206791983254789
269	-2585.023870217065905
270	-2585.210286249862747
271	-2584.988639214026534
272	-2585.227394535691474
273	-2585.092928034368924
274	-2585.231642368527901
275	-2585.088251351250165
276	-2585.231439408024926
277	-2585.027198861186662
278	-2585.225552854198668
279	-2584.998647584106038
280	-2585.240085323865060
281	-2585.069495483451192
282	-2585.253478851370346
